,FINAL,FRASE,Unnamed: 2,OBJ/SUBJ
180,0,"Dell Latitude E5440 14\” Notebook – Intel Cor... http://twib.in/l/yxaL4rMMoGE  #laptop #corei5 , https://twibble.io   Link permanente da imagem incorporada",,objetiva
181,0,Dell Latitude E5540 CA003LE55401EM Notebook http://www.teknolojikapinda.com/dell-latitude-e5540-ca003le55401em-notebook …,,objetiva
182,0,~ Gente estou vendendo um #notebook da #Dell muito bom so não uso ele em nada rs'... #Barato quem se interessar... http://fb.me/4c4YHFxzL,,objetiva
183,0,Notebook dell - @yapocl http://www.yapo.cl/antofagasta/computadores/notebook_dell_22042025.htm …  Se vende barato,,objetiva
184,0,"Dell 15.6"" (250 GB, Intel Pentium Dual Core, 2 GHz, 3 GB) Notebook -... …http://niche-products-awe-inspiring-deal.newoffers.info/buy/01/?query=321834814411 …  Link permanente da imagem incorporada",,objetiva
185,0,Meu notebook deu pane ? preciso entrar em contato com a @Dell,,objetiva
186,-1,@dell vem logo arrumar o meu notebook pfvrzinho,,subjetiva
187,0,Gostei de um vídeo @YouTube de @angelokikote http://youtu.be/LIsueTWMmJk?a  Notebook Dell Inspiron 14R 5421 - Como desmontar e fazer limpeza,,objetiva
188,0,"Notebook Dell inspiron N4050, XV Arica & Parinacota , yapo.cl http://fb.me/4dnfL2pt3",,objetiva
189,0,@DellnoBrasil bom dia!!!! vocês irão disponibilizar os drivers para o notebook dell inspiron 15r n5010?,,objetiva
190,0,Dell Latitude E6320 Notebook @ http://newegg.com  http://goo.gl/fb/MHTMSc,,objetiva
191,0,Confira no Magazine Luisacesar: Notebook Dell Inspiron 14 I14 3443 https://www.magazinevoce.com.br/magazineluisacesar …,,objetiva
192,0,Notebook Battery for Dell KD495 PC764 TC030 TD175 Latitude D630 http://posh-stunning-reviews.buy2day.info/buy/01/?query=391226234212 …  Link permanente da imagem incorporada,,objetiva
193,0,"Dell Latitude E6420 Notebook PC – Intel Core ... http://twib.in/l/n7pBBBrLja5  #laptop #corei5 , https://twibble.io   Link permanente da imagem incorporada",,objetiva
194,0,Olhar Digital: Dell traz ao Brasil notebook 2 em 1 com tela de 15 polegadas http://fb.me/4A0L8ACHH,,objetiva
195,0,"""Amigos, meu apartamento foi invadido nessa manhã e foram levados entre outros pertences um notebook DELL e um... http://fb.me/7w7hQ8tbS",,objetiva
196,0,Dell apresenta seu primeiro notebook híbrido de 15 polegadas no Brasil,,objetiva
197,0,E testar também um notebook da Dell.,,objetiva
198,0,Quer um Notebook Dell i5 com um precinho especial? Tá aqui: ~~>http://maga.lu/1GIFZmD,,objetiva
199,0,"Inspiron 14 Série 5000, novo Notebook da DELL com Ubuntu - A Dell colocou outro modelo de Notebook à venda com Ubu... http://ow.ly/32EcIV",,objetiva
200,1,"Meu notebook deu um probleminha,    E assim que liguei no suporte Dell,  fui atendida logo,  o técnico que me atendeu foi super lega...",,subjetiva
201,0,Gostei de um vídeo @YouTube de @eloisasemh http://youtu.be/2gZjHq0pQQY?a  UNBOXING NOTEBOOK DELL A40,,objetiva
202,1,cegonha trouxe meu bebê ou seje a dell entregou meu notebook novo estou chorano,,subjetiva
203,-1,To a 1 hora com a dell no telefone espero que resolva o problema do meu notebook ngm merece comprar e uma semana dps estragar,,subjetiva
204,0,"Dell lança no Brasil primeiro notebook híbrido de 15,6 polegadas: A Dell lançou no mercado brasileiro o notebo... http://bit.ly/1TwAfjK",,objetiva
205,0,alia?a dell notebook servisi http://www.frozen.com.tr/aliaga-dell-notebook-servisi …,,objetiva
206,0,Chega ao Brasil o notebook 2 em 1 da Dell com tela de 15 polegadas e Windows 10: http://bit.ly/1IIRCc6,,objetiva
207,0,Acho engraçado essas lojas vendendo notebook positivo 3D com 2GB de RAM como se fossem ultrabooks da Dell HUAHAUA,,objetiva
208,0,"qual a melhor marca atual levando em consideração CxB? Dell? To precisando de um notebook mas não sei qual. I5, 4gb+ etc",,objetiva
209,0,Dell apresenta seu primeiro notebook híbrido de 15 polegadas no Brasil,,objetiva
210,0,@mvs635 Eu consigo ele por http://dedicacaotta.vc/1TuDY1o  =],,objetiva
211,0,"MAGAZINE LUIZA & VOCÊ, NUNCA FOI TÃO FÁCIL COMPRAR, UMA LOJA COMPLETA PRA VOCÊ, SEUS AMIGOS, SUA FAMÍLIA, COM... http://fb.me/6LQlCFE4l",,objetiva
212,0,Daí chega um email da dell confirmando um pedido que eu nunca pedi. Bom se fosse um notebook mais é apenas uma fonte ?,,objetiva
213,1,"Vim aqui, pois tenho uma ótima notícia para vocês: teclado do notebook está arrumado. Obrigado aos serviços da Dell, empresa show.",,subjetiva
214,-1,"Seguinte: Tenho um notebook Dell N4030 que está dando problema, comprei uma fonte nova, ela funciona. Porém, eu... http://fb.me/8i1a6jQgt",,subjetiva
215,0,Lançamento 2015 na área:  #Notebook Dell 2 em 1 com tela de 15 polegadas http://quenotebookcomprar.com.br/lancamento-2015-notebook-dell-2-em-1-com-tela-de-15-polegadas/ …,,objetiva
216,-1,TO IRADOO!,,subjetiva
217,0,Notebook Battery for Dell 312-0393 CF623 CW674 DF192 DF249 XD736 XD739 Y http://delightful-lavish-offer.buy2day.info/buy/01/?query=391223601276 …  Link permanente da imagem incorporada,,objetiva
218,0,alia?a dell notebook servisi http://www.frozen.com.tr/aliaga-dell-notebook-servisi …,,objetiva
219,0,"Procura um bom #notebook? Na InFocco você encontra modelos da #Dell, #HP, #Lenovo e #Samsung a pronta entrega com pgto facilitado em 3x",,objetiva
220,0,Notebook DELL LATITUDE D420 Core2 Duo http://dlvr.it/Bq730V,,objetiva
221,0,Se vc tem um notebook Dell com windows 8 ou superior e o Wifi fica desativando diariamente veja este vídeo e... http://fb.me/1PogjzVwD,,objetiva
222,0,Chega ao Brasil o notebook 2 em 1 da Dell com tela de 15 polegadas e Windows 10: http://bit.ly/1IIRCc6,,objetiva
223,0,"Dell traz ao Brasil notebook 2 em 1 com tela de 15 polegadas: A Dell anunciou hoje o Inspirion 15 SÃ©rie 7000,... http://bit.ly/1TmZdr4",,objetiva
224,0,#operacaobetalab Dell traz ao Brasil notebook 2 em 1 com tela de 15 polegadas http://bit.ly/1TmZ5ru  #rt #sdv,,objetiva
225,0,Novo notebook Inspiron 15 7000 tem formato 2 em 1 e já vem com Windows 10: A  Dell  lançou um novo notebook 2 ... http://glo.bo/1gxCE0Z,,objetiva
226,0,Novo artigo: Notebook Dell Inspiron 15 7000 2 em 1 com Windows 10 http://ift.tt/1DHAh6F,,objetiva
227,0,Dell traz ao Brasil notebook 2 em 1 com tela de 15 polegadas http://ift.tt/1L3RXJk  #marketingonline,,objetiva
228,0,"Reparando Sistema Operacional Win XP Notebook Dell em Cliente ""Amigo"" Final em Varginha / MG.",,objetiva
229,0,Novo notebook Inspiron 15 7000 tem formato 2 em 1 e já vem com Windows 10 (via TechTudo): A Dell lançou um novo no… http://ift.tt/1h0TVkb,,objetiva
230,0,Placa Mãe Original Notebook Dell Latitude D630 http://fb.me/26dGxIqPH,,objetiva
231,0,Tampa Do Lcd - Notebook Dell Latitude D630 http://fb.me/wIOCceMw,,objetiva
232,0,Dell apresenta seu primeiro notebook híbrido de 15 polegadas no Brasil: Aparelho da série Inspir... http://bit.ly/1gxbtmW  #timbeta #SDV,,objetiva
233,0,Dell apresenta seu primeiro notebook híbrido de 15 polegadas no Brasil: Aparelho da série Inspiron 15 7000 apr... http://bit.ly/1gxbtmW,,objetiva
234,0,#luanz Dell apresenta seu primeiro notebook híbrido de 15 polegadas no Brasil http://ow.ly/32xJJz,,objetiva
235,0,Reparo efetuado em notebook Dell modelo: Inspiron 5420 com LCD danificado. Seu micro/note(o)book apresenta alguma... http://fb.me/3kayR5p4Z,,objetiva
236,0,Dell lança notebook 2 em 1 Inspiron 15 Série 7000 no Brasil http://bit.ly/1DGy9Mv   Link permanente da imagem incorporada,,objetiva
237,0,"Dell Inspiron 1545, 3GB RAM, Intel Pentium Dual-Core 2.16GHz, 15.6"" Notebook …http://niche-products-awe-inspiring-deal.newoffers.info/buy/01/?query=151776191036 …  Link permanente da imagem incorporada",,objetiva
238,0,Espero que a Dell faça o meu notebook bem rapidinho e que a Americanas não demore para entregar.,,objetiva
239,0,"@netinhoww Opa, claro, vemk http://pingu.im/1f5n63C",,objetiva
240,1,Logo um precioso notebook Dell lindíssimo chega aqui em casa tô mt feliz,,subjetiva
241,0,alia?a dell notebook servisi http://www.frozen.com.tr/aliaga-dell-notebook-servisi …,,objetiva
242,0,"@MicrosoftAjuda Comprei um notebook da Dell em Fev que vem com 1 ano de pacote office e ta informando que meu pacote expirou em abril, pq?",,objetiva
243,0,Desmontando o notebook Dell Inspiron N4030: http://youtu.be/0XMTy8Q3L-M?a  via @YouTube,,objetiva
244,0,Gostei de um vídeo @YouTube de @eloisasemh http://youtu.be/2gZjHq0pQQY?a  UNBOXING NOTEBOOK DELL A40,,objetiva
245,-1,"Ai meu notebook é o um DELL, que não tem um PowerPoint, LIXOOOOOOOOOOO",,subjetiva
246,-1,@dell alguém consegue me explicar por que eu não consigo nem aumentar e nem diminuir o brilho do meu notebook? Obrigado!!,,subjetiva
247,0,@WalmartCOM Qual o menor do menor preço que você pode fazer nesse lindo? Queria preto mas não encontrei. http://www.walmart.com.br/notebook-dell-core-i5-4gb-1tb-placa-de-video-2gb-14-inspiron-i14-5447-a10-windows-8-1-vermelho-com-software-mcafee-15-meses/,,objetiva
248,-1,@Dell Notebook Inspiron N4050 com o seguinte erro de HD - Error code 2000.0142 - Validation 37296 self test unsuccessful status:7. Soluções?,,subjetiva
249,0,alia?a dell notebook servisi http://www.frozen.com.tr/aliaga-dell-notebook-servisi …,,objetiva
250,0,"Notebook reclamando, tá pedindo outro =( #Dell https://instagram.com/p/6NBbQETYFE/",,objetiva
251,0,@MicrosoftAjuda acontece que eu uso um notebook da Dell e ele já vem com Câmera embutida. Eu tinha esse problema no win8.1 [2],,objetiva
252,1,@ComputronNEWS  #YovoyaComputron  esta linda Notebook DeLL,,subjetiva
253,0,"Compro carregador de bateria para notebook, HP ou DELL (usado).",,objetiva
254,0,Tanga Deal: Dell Latitude E6410 Notebook Computer http://bit.ly/1gVEPw6,,objetiva
255,0,MAGAZINE LUIZA SUA LOJA DO SEU JEITO: magazineJSCFLIVE https://www.magazinevoce.com.br/magazineJSCFLIVE/ …... http://fb.me/2hiYvuKQy,,objetiva
256,0,Especialistas em Notebook Dell HP Sony Vaio Acer Lenovo - Referencia Nacional - Especialista Em... http://fb.me/3MqVwwQTV,,objetiva
257,0,Confira todas as dicas sobre a bateria de seu notebook Dell ? - http://dell.to/1vy578U,,objetiva
258,0,@Euviz pc mesmo tu deve gastar uns 2-3k! Notebook mediano (um dell i7 com placa de video dedicada) sai uns 3k,,objetiva
259,-2,"Aiii que maravilha, meu notebook parou de ligar! Já vi que tá chegando a hora de trocar...",,subjetiva
260,0,Olha só que #notebook incrível em #promoção  no site hoje! Vem ver! http://goo.gl/gy4V9h,,objetiva
261,0,"#schoolsupplies Dell Latitude E5500 15.4"" Notebook http://dlvr.it/Bn8m7w  #onsale #greatdeals  Link permanente da imagem incorporada",,objetiva
262,0,Adicionei um vídeo a uma playlist @YouTube http://youtu.be/wvAH8s5UQHs?aNVIDIA … Offboard-Como ativar placa de video dedicada notebook Dell,,objetiva
263,0,"Dell Latitude E6500 15.4"" Notebook - Core 2 Duo P8600 2.4 - 4 GB - 80GB …http://special-online-deals-impressive-offers.newoffers.info/buy/01/?query=131573741762 …  Link permanente da imagem incorporada",,objetiva
264,0,@TechTudo Medo de atualizar e dar algum “pau” no meu notebook Dell… Já li que um usuário ficou com a tela sem funcionar depois de atualizar,,objetiva
265,0,"@GordoGeek meu notebook acer queimou, sabe de algum custo-benefício (asus ou lenovo) bom ou é mais seguro partir pra um dell?",,objetiva
266,1,Apaixonada pelo meu Notebook??????? #dell #notebook #infostoreba #infostorecomputadores @… https://instagram.com/p/6Fvso8OuGn/,,subjetiva
267,0,alia?a dell notebook servisi http://www.frozen.com.tr/aliaga-dell-notebook-servisi …,,objetiva
268,-2,Pessoal se alguem tem notebook da Hell ops! Dell é esta pensando em fazer atualização por favor não faça pois... http://fb.me/7GUbC3KNA,,subjetiva
269,0,Notebook dell instalação #antivirus #problemaresolvido #informatica #manutencaoemnotebook #Microsoft #Windows... http://fb.me/3TrlBSViU,,objetiva
270,-1,"@diegobferreira ah sim... experimenta comprar um notebook dell, hp, sony... vc morre louco com tanto programa acessório chato.",,subjetiva
271,0,@Danillo130 mas ai da pra colocar no notebook? Da dell,,objetiva
272,0,Até 60% de #DESCONTO no festival de #Informática! #Notebook #Dell #DellInspiron #Intel #Corei5 http://goo.gl/gVuPsW   Link permanente da imagem incorporada,,objetiva
273,0,"@oliveiraloucas ah, o dell... miga, esse notebook por mais maravilhoso que seja, não vale tudo isso. espera o dólar cair e vai no PY.",,objetiva
274,0,"Esse notebook Dell Inspiron 13 7000 é 2 em 1, traz a versatilidade de um tablet com a performance de um notebook,... http://fb.me/4qF8gRmYe",,objetiva
275,0,Notebook Dell é na CS! :),,objetiva
276,0,"quero comprar um notebook, esse parec bem bacana http://www.dell.com/br/p/vostro-14-5480-laptop/pd?oc=cav5480w8s161005brp010w&model_id=vostro-14-5480-laptop …",,objetiva
277,1,"Notebook muito bom. Obrigado Dell! Pena que minha mesa quase não é o suficiente pra ter uma TV, um PS3, um PS4 e o Notebook!",,subjetiva
278,0,To tão agoniada com o meu notebook q eu sonhei q me casei numa Fazenda e meu marido trabalhava na Dell........  e chamava Tiago,,objetiva
279,-2,Queria saber quem foi o estagiário da dell que teve a ideia de por a saída de audio embaixo do notebook. Sim naquela parte q abafa no colo,,subjetiva
280,0,Cargadores Originales Para Notebook:  -Acer -Asus -Dell -HP -Lenovo -Sony -Samsung -Toshiba -P. Bell -MAC  Link permanente da imagem incorporada,,objetiva
281,-1,"@AncineGovBr vejam bem, eu não perdoo a Dell por estar com um notebook estragado. Imagina se eu vou perdoar vocês por estragarem a Netflix.",,subjetiva
282,-1,Entrei no chat da dell p ve o negócio do meu notebook e sou a 10 porra !!,,subjetiva
283,0,"@pontofrio PIN, posso te encher mais um pouco? :3 Esse aqui vc consegue quanto? http://www.pontofrio.com.br/Informatica/Notebook/Notebook-Dell-Inspiron-I14-3442-B10-com-Intel-Core-i3-4005U-4GB-1TB-Gravador-de-DVD-Leitor-de-Cartoes-HDMI-Bluetooth-LED-14-e-",,objetiva
284,1,notebook bom era o meu da dell so deu problema pq queimou por causa de um blackout,,subjetiva
285,-1,"Meu notebook Dell fica conectado ao carregador, mas não carrega. Já é a segunda vez que isso acontece em menos de... http://fb.me/4JDEE65rs",,subjetiva
286,-1,"Problemas com eletrônicos só aparecem depois que acaba a garantia, incrível! #Dell #Notebook",,subjetiva
287,0,Essa dica é para proprietários de alguns modelos de notebook da Samsung e da DELL que não estão conseguindo... http://fb.me/3ZOKAaMzi,,objetiva
288,0,"Notebook Ultra Fino DELL. Super Potência com 500GB , 4GB RAM , Placa de Vídeo Nvidia 2GB. Apenas R$1.999,00 ou em... http://fb.me/6Jg6FRXFb",,objetiva
289,-1,Paguei 2800 em um notebook dell que só durou um ano e meio,,subjetiva
290,0,Notebook para Jogos Recentes Dell Inspiron i15-5547 http://goo.gl/fb/PF0oUy,,objetiva
291,0,@DellAjudaPRO possuo um notebook Dell Inspiron 15R (N5110) e não consigo atualizar para o windows 10  Link permanente da imagem incorporada,,objetiva
292,0,"achei o notebook que eu quero mais barato que na loja da dell, eu to passando mal",,objetiva
293,0,Pra quem está afim de comprar um notebook novo recomendo > https://www.magazinevoce.com.br/magazineniceia/p/notebook-dell-inspiron-15-i15-5548-b10-intel-core-i5-8gb-1tb-windows-81-led-156-placa-video-2gb/116960/ …,,objetiva
294,0,PC de casa Instalado com Sucesso,,objetiva
295,0,"Eu estava mega indeciso entre dois modelos da Dell, agora ela lançou um tanto de notebook novo. N sei mais nada da vida.. .",,objetiva
296,0,@bqeg É que a Asus não tem o notebook do jeito que eu quero com as  configurações que eu quero. Vou partir pra Dell mesmo. Valeu pelas dicas,,objetiva
297,0,DELL é a marca do meu notebook #MTVHottest Justin Bieber,,objetiva
298,0,"Notebook Dell I14-5447-A30 Core™ i7-4510U, 8GB, ,Placa Gráfica 2GB, LED 14"", Windows 8.1 http://fb.me/4h5bN08Ex",,objetiva
299,0,"@moby_vmg @brunoananiasEu nunca tive um dell, mas o notebook parece bom, só a questão da bateria q me incomoda, e todo mundo fala da bateria",,objetiva
300,0,Compre o Notebook Dell I14-5448-A30 Core i7 e leve uma Mochila http://quenotebookcomprar.com.br/compre-o-notebook-dell-i14-5448-a30-core-i7-e-leve-uma-mochila/ …,,objetiva
301,-1,Queria poder devolver essa bomba de notebook Dell e pegar um Acer. Me arrependo amargamente.,,subjetiva
302,-1,Dúvida existencial: vou parar de reclamar da Dell quando eles arrumarem meu notebook?,,subjetiva
303,0,Amanhã vou trazer meu notebook aqui pra empresa e tentar instalar os drivers da Dell pra ver resolve,,objetiva
304,0,"Pessoal, estou bastante interessado nesse notebook: http://www.dell.com/br/p/inspiron-15-5548-laptop/pd?oc=cai5548w8s1612656brp052w&model_id=inspiron-15-5548-laptop … . O que vocês acham da marca dell? Parece ser um bom notebook?",,objetiva
305,1,Quem lembra daquele Dell Adamo XPS? Era um notebook com só 9 mm de espessura. Era meio bizarro mas achava lindo,,subjetiva
306,-1,A dor de cabeça que o meu notebook @acer nunca deu o meu @dell que foi muito mais caro tá dando. Péssimo pós venda.,,subjetiva
307,1,Esse notebook da Dell é quase tão fino quanto o meu chromebook :O,,subjetiva
308,1,"tem dois dell inspiron que são os que n são bosta, mas o resto tem tipo 1 hp muito lixo e dois positivo",,subjetiva
309,0,"to pesquisando o notebook novo, Dell ou Samsung?",,objetiva
310,-1,"o praise-the-lord amazing wonderful ultra mega power notebook Dell® foi pra fita em 2 semanas. Nem isso, eu acho.",,subjetiva
311,-1,Podem ter certeza: eu nunca mais vou comprar um Dell. Nem que seja o último notebook da face da terra.,,subjetiva
312,-1,"Você atualiza o notebook da Dell para o Windows 10, a tela do notebook morre, você liga para a Dell e mandam você ligar para a Microsoft.",,subjetiva
313,0,Gostei de um vídeo @YouTube http://youtu.be/88yjAQgkn4k?a[REVIEW …] Notebook Dell Inspiron 14 Série 5000 (5447),,objetiva
314,-2,"Meu notebook decidiu se autodestruir e apagar TUDO, incluindo minha partição de 300GB só com backup de coisas importantes. Obrigado Dell!",,subjetiva
315,0,"#schoolsupplies Dell Latitude E4200 12.1"" Notebook http://dlvr.it/Bk4RG7  #onsale #greatdeals  Link permanente da imagem incorporada",,objetiva
316,0,"@wagnerdc @telmachristiane complicado, mesmo =( já algum tempo eu só tenho notebook, e qd fui trocar me aconselharam Dell, hehe",,objetiva
317,0,"#Mochila Urban Dell para notebook até 15.6"" por R$ 135,20  #Fnac >>> http://bit.ly/1Ixlpn3   Link permanente da imagem incorporada",,objetiva
