,Unnamed: 0,texto,rótulo,rótulo_texto
211,211,felice se encontra em perigo por causa do homem que ela veio salvar .,0,objetiva
212,212,"tem o ar de uma cotovia surpreendentemente juvenil, uma brincadeira de influência pop cujos encantos são imediatamente aparentes e se desgastam com a repetição.",1,subjetiva
213,213,seu coração está no lugar certo e a falta de cinismo vem como uma agradável surpresa .,1,subjetiva
214,214,"nic está obcecado em transar , e assiste mike e nadine através da clarabóia com josh .",0,objetiva
215,215,uma visão intrigante e ricamente detalhada dos primórdios do poder e do glamour de Hollywood.,1,subjetiva
216,216,"todo membro da hierarquia vê o dupe como o novo homem baixo no totem e, como resultado, a ferramenta perfeita para se elevar ao topo dessa hierarquia disfuncional.",0,objetiva
217,217,"a busca visionária começa na mesa de operação, onde um cirurgião enxerta um protótipo de implante ocular em sua cavidade ocular.",0,objetiva
218,218,Upper West Sidey exercício de narcisismo e autocongratulação disfarçado de tributo .,1,subjetiva
219,219,não é um pouco cedo em sua carreira para o diretor Barry Sonnenfeld fazer uma homenagem a si mesmo? e é péssimo nisso.,1,subjetiva
220,220,"uma vez em gana, Otte é chamado perante o conselho do chefe para explicar o que aconteceu.",0,objetiva
221,221,"uma imagem terrivelmente hábil sobre a linha grossa que separa o glamour do cinema do mundo real, e a linha tênue entre o bom senso e a paranóia.",1,subjetiva
222,222,assassinato por números é como um par de filmes de TV medíocres da semana desajeitadamente grudados.,1,subjetiva
223,223,tem tiroteios suficientes e humor descartável para encobrir o abismo onde o enredo deveria ser.,1,subjetiva
224,224,"forçado a pensar rápido , o produtor decide criar digitalmente uma atriz `` simone `` para substituir a estrela -- a primeira atriz sintética totalmente crível .",0,objetiva
225,225,não há um desempenho decente do elenco e nenhuma linha de diálogo inteligente.,1,subjetiva
226,226,e se vê no meio de dois planos de assassinato planejados pela cia .,0,objetiva
227,227,"uma joia de uma comédia romântica de crime que acaba sendo inteligente, divertida e imprevisível.",1,subjetiva
228,228,desde os caça-fantasmas um filme não usou a arquitetura de Manhattan de uma maneira tão gloriosamente pateta.,1,subjetiva
229,229,"o roteiro de Tony Gayton não nos dá nada que não tenhamos visto antes, mas o visual encardido do diretor D.J. Caruso e o desempenho absorvente de Kilmer aumentam consideravelmente a atração gravitacional.",1 ,subjetiva
230,230,"à medida que os pedidos de fran se tornam mais peculiares, chep é jogado em situações cada vez mais bizarras.",0,objetiva
231,231,". . . com o gosto de doce dele desaparecendo mais rápido do que chiclete de 25 centavos, percebi que este é um filme descartável que não resistirá ao teste do tempo. é uma ninharia .",1,subjetiva
232,232,"como o original, esta versão é elevada alguns pontos acima do pablum de fantasia infantil pela sagacidade adstringente de Allen.",1,subjetiva
233,233,"ao longo de meses de trabalho de improvisação no estúdio, eles transformam um legado de holocausto assombroso em uma peça de teatro perturbadora.",0,objetiva
234,234,"embora o filme de broomfield não capture o efeito dessas mortes trágicas na cultura hip-hop, ele é bem-sucedido como um poderoso olhar sobre uma falha do nosso sistema de justiça.",1,subjetiva
235,235,"isso questiona se nós realmente vivemos em um mundo que pode ser dividido nitidamente em chapéus pretos e chapéus brancos. E, de qualquer modo, se pergunta, o chapéu preto esta sempre errado?",1,subjetiva
236,236,josh (Anthony Michael Hall) é um daqueles caras que não conseguem navegar na cena rasa de solteiros .,0,objetiva
237,237,". . . uma vasta aventura que eriça com romance, ação e heroísmo .",1,subjetiva
238,238,ele recicla todos os clichês sobre gays no que é essencialmente uma novela extensa.,1,subjetiva
239,239,"como vardalos e corbett, que interpretam seus papéis com um charme vibrante, o filme, dirigido por joel zwick, é sincero e hilário de maneiras que você não pode fingir.",1,subjetiva
240,240,"mas o melhor de Coney Island, sua dona de cachorro-quente, operador de montanha-russa, vendedor de algodão doce e aberração performática têm sua própria maneira de fazer as coisas.",0,objetiva
241,241,"ruth berman e connie kurtz se conheceram no brooklyn em 1959, ambas jovens mulheres casadas criando seus filhos pequenos.",0,objetiva
242,242,você tem a sensação de que os cineastas fizeram sua lição de casa e que eles estão aqui para representar uma dura realidade. ``,1,subjetiva
243,243,"não é surpresa que, como diretor, Washington exija e receba excelentes atuações, de si mesmo e do novato derek luke.",1,subjetiva
244,244,medem o embala com tantas imagens impressionantes e coloridas -- e tanto sexo -- que te deixa paralisado mesmo quando você não tem certeza do que está acontecendo.,1,subjetiva
245,245,"a atuação está boa, mas não há substância suficiente aqui para sustentar o interesse pelos 90 minutos completos, especialmente com o retorno fraco.",1,subjetiva
246,246,um filme desigual lidando com muitos problemas para ser levado a sério .,1,subjetiva
247,247,a comédia de animação mais mal concebida desde 1991 dog rover dangerfield .,1,subjetiva
248,248,a república galáctica encontra-se à beira de uma guerra civil.,0,objetiva
249,249,"a memória agonizante que o torturou por toda a sua vida - a morte de seu pai, um assassino condenado que foi executado quando Vincent era apenas um menino - ainda o atormenta.",0,objetiva
250,250,"bernal... dá uma atuação ambígua; ele é um ator leve, mas isso é uma qualidade positiva ao retratar um homem em quem nada deixa uma marca permanente.",1,subjetiva
251,251,"por fora é um servo fiel e um feroz protetor da organização, mas por dentro é cheio de dúvidas.",0,objetiva
252,252,"depois de terminar o exame aberto para alunos do formulário 5 e solicitar uma carteira de identidade de adulto, yoyo, dezoito anos, parte para Londres para conhecer um cara apresentado por seus pais bem-intencionados na Grã-Bretanha.",0,objetiva
253,253,o que me azedou na cláusula 2 do papai noel foi que o papai noel se depara com a realidade do século 21 com tanta força que é nojento.,1,subjetiva
254,254,'a viagem' é a história de uma jovem islandesa chamada kaja .,0,objetiva
255,255,o único entretenimento que você vai obter com esse caso agitado e desleixado será de risadinhas não intencionais M-^V várias delas .,1,subjetiva
256,256,"embora tentar equilibrar o humor autorreferencial e um enredo slasher normal parecesse um esforço decente, o resultado não satisfaz totalmente nem os fãs obstinados de Jason ou aqueles que podem levar uma boa piada.",1,subjetiva
257,257,um filme sueco extraordinário sobre a aventura da alma do casamento - o tipo de filme íntimo e baseado em personagens que bille august faz melhor.,1,subjetiva
258,258,eles logo vão de uma estranha aventura para outra .,0,objetiva
259,259,"[ Aniston é] tão boa, ela consegue superar as pepitas ocasionais de preciosidade e autoconsciência na história.",1,subjetiva
260,260,"majandra delfino interpreta íris, a irmã mais nova do xerife, e para seu desgosto, o interesse amoroso de David.",0,objetiva
261,261,"nada é o que parece, e ninguém será o mesmo novamente, pois a verdade começa a surgir em circunstâncias muito perigosas.",0,objetiva
262,262,"aos 34 anos, sem créditos de produção em seu nome, conseguiu um emprego como chefe de produção na paramount pictures.",0,objetiva
263,263,ao longo do caminho ele pega um pastor que deseja aprender as coisas mais profundas de Deus.,0,objetiva
264,264,ramsay e morton preenchem este estudo de personagem com força poética e sentimento flutuante.,1,subjetiva
265,265,"ela descobre que a verdade sobre seus pais é muito reveladora, às vezes chocante, mas chega a um acordo com seu passado.",0,objetiva
266,266,"todas as performances são de primeira qualidade e, uma vez que você passa pelos sotaques, tudo ou nada se torna um emocional, embora ainda positivo, um puxão de cadeira.",1,subjetiva
267,267,"como um exercício de cinema despojado, a entrevista é terrivelmente eficaz.",1,subjetiva
268,268," john klein ( richard gere ), um repórter de jornal de Washington deixa seu emprego depois que sua esposa ( debra messing ) morre para investigar relatos estranhos , incluindo visões psíquicas ( `` profecias `` ) e avistamentos de criaturas aladas ( `` mariposas ` ` ), em uma pequena cidade da Virgínia Ocidental , que podem ser os sinais de uma invasão alienígena da Terra . . .",0,objetiva
269,269,"faminta de fama, Roxie Hart sonha com uma vida no palco de vaudville, e passa suas noites se animando sob as luzes brilhantes de Chicago, continuamente esperando que ela encontre seu golpe de sorte e seja lançada no estrelato de 1920, tão capaz de fugir do marido chato amos .",0,objetiva
270,270,"os diretores neste elenco estão todos bem, mas Bishop e Stevenson são destaques.",1,subjetiva
271,271,"imediatamente , john q . leva michael para a sala de emergência do hospital para um transplante .",0,objetiva
272,272,mas perigos ainda maiores estão à frente quando Jim descobre que seu amigo de confiança Silver é na verdade um pirata intrigante com motim em mente.,0,objetiva
273,273,' . . . um grande esporte de espectador participativo. ',1,subjetiva
274,274,"agora crescida, caitlin (emma caulfield) chama Kyle (chaney kley) porque seu irmãozinho michael (lee cormie) está passando pelas mesmas coisas que ele passou quando menino, e quer a ajuda dele.",0,objetiva
275,275,o próprio Behan sabia como contar uma história e não se pode deixar de pensar que ele apreciaria esta tentativa de transformar sua vida em arte.,1,subjetiva
276,276,infelizmente a terceira parece fora de alcance - a bela e sedutora Anne Elise.,0,objetiva
277,277,o mais novo transporte de Frank não parece diferente dos inúmeros que ele fez no passado.,0,objetiva
278,278,um conto de fadas surreal que se enrola em si mesmo como um redemoinho em câmera lenta e atinge uma atmosfera de arrepiante sublime sem nunca fazer sentido preciso.,1,subjetiva
279,279," uma comédia crua que é intermitentemente hilária, pois ataca praticamente todos os tabus ao redor .",1,subjetiva
280,280,"o deserto californiano, em algum lugar entre o vale da morte e los angeles.",0,objetiva
281,281,um testemunho vivo do poder do excêntrico e do estranho. o fato de não ser muito bom é quase irrelevante .,1,subjetiva
282,282,um thriller sombrio e maçante com um tiro de despedida que falha.,1,subjetiva
283,283,"oscar James leva Ryan em uma montanha-russa de caos e loucura, mas tudo tem um preço e Oscar não vai deixar Ryan escapar facilmente desse pesadelo cheio de carnificina até o confronto final, quando ele revela seu verdadeiro propósito.",0,objetiva
284,284,"[ soderbergh] tende a colocar a maior parte do material psicológico e filosófico em itálico ao invés de confiar na inteligência de uma audiência, e ele cria uma sensação geral de brusquidão.",1,subjetiva
285,285,"após fugas por pouco dos alemães e uma mina perdida no canal, os dois homens são apanhados no mar e interrogados como espiões.",0,objetiva
286,286,alex pede a ajuda de seu velho companheiro pai thomas ( addy ) e de um artista perturbado ( sossamon ) sobre quem ele uma vez realizou um exorcismo .,0,objetiva
