
texto, rótulo, rótulo_texto
"Antes, pelo menos a música foi embora, mas nem agora.",0,subjetivo
"Concordo plenamente com o secretário, um aluno que não está interessado em estudar não pertence à escola.",0,subjetivo
E então aqueles olhos olhando com prazer para uma mulher mordiscando seus seios ou uma mulher com uma faca em seu sexo!,0,subjetivo
"Visualmente lindo, perfeitamente atuado, maravilhosamente coberto de neve - não é um filme de ação, mas um espetáculo.",0,subjective
Além disso, ele poderia ter encurtado em alguns locais.,0,subjetivo
"Eu gosto de filmes animados, especialmente quando eles irradiam novos insights, processamento, ideias.",0,subjective
Para a segunda parte, todo o filme merece 90%.,0,subjetivo
Além disso, também adiciona um pouco de humor amargo!,0,subjetivo
"Também pude entreter Cuba Gooding Jr., cuja atuação cômica realmente me atrai e ele também não me decepcionou aqui.",0,subjective
"Se o livro inteiro pudesse ser transformado em um filme, ótimo.",0,subjetivo
"Gostei dessa viagem com eles, foi cômico, tocante e triste ao mesmo tempo.",0,subjective
"Eu entendo que algumas falhas técnicas estão perdidas nele, mas foi ela que me impediu de finalmente olhar para ele várias vezes.",0,subjective
"Revela a beleza (perdida), a cultura e os costumes do Tibete.",0,subjetivo
"A história se desenrola mais devagar para ganhar ritmo no segundo tempo.",0,subjetivo
"Talvez só falte uma atriz/modelo que atraia uma multidão para o filme.",0,subjective
Fiquei um pouco incomodado com algumas atuações afetadas.,0,subjetivo
"Séries são difíceis de avaliar, pois não assistirei a 120 episódios após 45 minutos de uma dúzia de dramas policiais com os quais a bolsa foi rasgada ultimamente.",0,subjective
"O começo é um pouco chato, mas depois começa bem, mas não tem a atmosfera assustadora e de luta do primeiro.",0,subjective
E, novamente, é incrivelmente interessante seguir essa fórmula narrativa cheia de reviravoltas e surpresas inesperadas.,0,subjetivo
"Reno deveria ter morrido para dar profundidade ao filme, considerando que é uma aventura.",0,subjective
No final, fiquei muito surpreso e a surpresa veio também com a atuação de SW Scott.,0,subjetivo
"Sinto que Nolan sucumbiu demais ao desejo de brincar com o tempo novamente, sem mencionar a combinação de elementos antigos: terra, água e ar, tudo em um turbilhão de fogo.",0,subjective
"A única desvantagem é que os minutos anteriores eram muito imaturos do ponto de vista dramatúrgico, a troca constante de papéis era exagerada e os desenvolvimentos futuros podiam ser previstos com muita antecedência.",0,subjetivo
"Tem muita ação, pessoas mortas também e as aranhas definitivamente parecem reais e não como criaturas artificiais de alguns filmes B.",0,subjective
"Admito que hesitei em avaliar este filme por muito tempo.",0,subjetivo
"Saw tem a reputação de ser um filme de terror muito brutal, mas devo admitir que há muito menos brutalidade aqui do que se poderia esperar e, ao contrário, muito mais trabalho no roteiro.",0,subjective
Além disso, mudando o ritmo e pulando de gênero em gênero (dramaturgia) Ana Lily Amirpour conseguiu mais ou menos sem tropeçar.,0,subjetivo
"O fato de que, na primeira parte, eles foram construídos por uma equipe, eles se separaram no início e não cooperaram, e também não acrescentou nada até o final.",0,subjective
"Mentiras deliberadas e confusão insidiosa de conceitos, correntes de sangue humano - isso nem mesmo pertence à Idade das Trevas ou à Inquisição.",0,subjetivo
"Eu pessoalmente gostei dessa combinação tendo como pano de fundo o Velho Oeste, o que também pode ser atribuído ao fato de eu adorar filmes pós-apocalípticos ambientados em um regime quase totalitário, e você pode entender a classificação.",0,subjective
"Uma jóia de filme que vai te rasgar em pedaços no começo e te fazer chorar como criancinhas.",0,subjective
"Caso contrário, é mais ou menos uma cópia do já citado Nosferato, apenas o final é aberto, o que também me pareceu um final melhor para o filme.",0,subjective
"Talvez nos anos 80, talvez com um ponto diferente...talvez fosse bom também...mas por outro lado Redford é maravilhoso e tem algo sobre o filme...",0,subjetivo
"Se ao menos acontecesse em uma ferrovia, eu daria estrelas completas.",0,subjective
"Posso resumir a maior parte da história como uma grande chatice e uma tentativa de mostrar de diferentes pontos de vista exemplos do que está errado na sociedade, mas não funcionou.",0,subjective
"No entanto, estou com um pouco de medo da quarta série, que na minha opinião não deveria ser nada, o final da terceira série seria um bom final para uma grande série.",0,subjective
"Um conceito original imaginativamente elaborado que reúne elementos do gênero crime, comédia e sátira, enquanto se baseia em uma reflexão inteligente de esquemas de filmes de assalto.",0,subjective
"Tem muitas falhas, mas por um lado, não fiquei entediado, mas - ao contrário da grande maioria dos filmes medíocres - ficou na minha cabeça bastante detalhado.",0,subjective
"Um ladrão muito inteligente, que Sodenbergh desviou de seu padrão e isso não importa.",0,subjective
A poética do vermelho e do branco ganha uma nova dimensão, ou a estética do sangue em um B.,0,subjetivo concebido com humor
Apenas uma versão mais louca do Zuckerberg do filme Rede Social.,0,subjetivo
"E provavelmente nunca o fará, porque DC é um monte de integrais em entou.",0,subjetivo
"Eu absolutamente adoro o primeiro como um fã de longa data de Shane, mas Not Cool realmente não foi muito legal (pelo menos eu tentei pelo humor, certo?).",0,subjective
"Entenda... se alguém no filme acabou com eles, é um cara branco.",0,subjective
"Mas isso é tudo que eu gosto, eu não escuto mais de qualquer maneira, e é minha única concessão ao hopi-hopi.",0,subjective
Eu nunca vi um furo maior com mais potencial.,0,subjetivo
Então eu gostei muito desse filme.,0,subjetivo
":DI quando os personagens estão apenas conversando entre si, o conteúdo de suas conversas na maioria incoerentes é bastante bizarro, então o resultado é divertido e, novamente, graças ao visual, até atraente de se ver.",0,subjective
. . Eu ri da cena em que eles vão para a última máquina de lavar e Elijah e Charlie com Charlie na liderança porque eu achei muito engraçado. . . caso contrário, um filme de muito sucesso, depois do qual eu queria ir aqui e bater em alguns fãs do Sparta Praga. . . slawia rulezzz:-D,0,subjetivo
É por isso que toda a série teve um efeito muito bom, até caloroso, em mim.,0,subjetivo
"lindo anime,, eu queria que nunca acabasse :)",0,subjetivo
"Um belo anime com um enredo de ação e uma história engraçada, o que mais você poderia pedir",0,subjetivo
"A força do filme está na corajosa franqueza com que retrata essa tragédia humana.",0,subjective
"E embora eu prefira a segunda, mesmo aqui você não pode deixar de sorrir e cantarolar a melodia principal.",0,subjective
"Discoteca centena de vezes junto com o cheiro de algodão doce, pais impacientes e crianças gritando - nada pior poderia ter acontecido com James.",0,subjective
"Qual foi a nossa surpresa quando vimos isso.",0,subjective
Da próxima vez jogue mais com o sangue e tiros relacionados e será ainda melhor.,0,subjetivo
"Caso contrário, um papel meio estranho de Hugh Jackman, um idiota, mas no geral um bom filme, relativamente original.",0,subjective
"Um fracasso sólido e fácil de usar que não apenas clona hamsters.",0,subjective
"Apenas um filme governa todos eles, apenas um prega todos eles.",0,subjetivo
"O final de ação foi um desfile de clichês e também não houve tensão, porque Jack é aparentemente primo do Super-Homem, que pode se dar ao luxo de jogar fora suas armas e lidar com o principal vilão corpo a corpo.",0,subjetivo
Mas este episódio alcançou a classificação mais alta para mim: 65 - 69%.,0,subjetivo
"O filme é um conglomerado de cenas não relacionadas, uma espécie de colagem de esboços individuais, que infelizmente não funcionam como deveriam.",0,subjetivo
"Para mim foi bem chato, não aconteceu muita coisa, mas às vezes havia momentos mais brilhantes e valeram a pena.",0,subjective
"Só fui exposto a um roteiro muito mal elaborado, comportamento absolutamente ilógico dos personagens e várias cenas artificialmente desenhadas que não me cabiam na Pós-Graduação.",0,subjetivo
Não irei ao cinema nas próximas partes.,0,subjetivo
"Acontecimentos aparentemente absurdos adquirem assim significados ocultos e emoções profundas - a única maneira de escapar do absurdo do ser é o amor.",0,subjetivo
"Mikkelsen é encantadoramente severo e leva o filme para si mesmo.",0,subjetivo
"Gostei bastante do tema, a natureza e o entorno eram claros.",0,subjetivo
Depois da dramática Brandenburg na Boêmia, na verdade foi apenas a segunda ópera de Smetana e sua primeira cômica.,0,subjetiva
"É muito engraçado em alguns lugares, há até um tapa na cara, eu não me importo com o comprimento maior, eu encurtaria em 10-15 minutos e seria perfeito.",0,subjective
Eu gosto do Sr. Contador, mas esse filme me dá nojo, infelizmente.,0,subjetivo
Esta foi a melhor série de aventuras de menino durante a minha infância.,0,subjetivo
"Não é como Agatha Christie, espero que essa série acabe de vez.",0,subjective
"Eu até considerei brevemente uma quarta estrela para Arnie's German e Arnie com a metralhadora, mas três está quase certo.",0,subjective
Um assunto muito forte de uma imagem menos forte!,0,subjetivo
"Embora eu respeite muito os dois cavalheiros (Bronson & Marvin), apenas duas lendas da atuação e belos exteriores não são suficientes para que eu esteja totalmente satisfeito.",0,subjective
"Todo o enredo vai de dez a cinco, e quanto mais perto do final, mais eu ficava, WTF, que diabos é isso?",0,subjetivo
O filme é especialmente valioso do ponto de vista artístico e histórico como ponto de partida para o Don Šajn.,0,subjetivo de Švankmajer
"Não gosto quando uma mulher ganha nesse tipo de filme.",0,subjetivo
"Durante a história, um monte de coisas nos aguardam, que não se encaixaram muito bem para mim, e achei que o editor não ganhou muito bem.",0,subjective
O popular Jozef Kroner brilhou no personagem do teimoso Cuba.,0,subjetivo
"Sem exposição de enredo, mas a série consegue manter a atenção e no final não importa se o amor do personagem principal é homem ou mulher.",0,subjective
"O roteiro é do mais alto calibre, e o que tira o filme do cinza do abaixo da média é o trabalho de câmera e edição perfeitos, a conclusão completa do filme (os últimos 30 segundos antes do final) e o mais importante a atuação, especialmente o perfeito Sean Penn, cujo Bobby, que realmente tem bom dia nerd, vale a pena assistir.",0,subjective
"Uma grande fatia dos anos 90, talvez até dos anos 80.",0,subjetivo
"Se você não leu o livro, esta parte (comparada com a parte 1 e a parte 2) pode parecer mais lenta e você ainda está esperando alguma ação real e está faltando :-) Eu li os livros (vários vezes), então eu sabia o que ia acontecer, porque eu gosto muito dos livros, então esse filme também atendeu minhas expectativas.",0,subjetivo
"Mas há muitas passagens mais fracas, o que é uma pena, caso contrário, você definitivamente poderia entrar...",0,subjetivo
