,FINAL,FRASE,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,OBJ/SUBJ
238,0,espero que a dell faça o meu notebook bem rapidinho e que a americanas não demore para entregar,,,,,,,,,,,,,objetiva
239,0,username opa claro vem url,,,,,,,,,,,,,objetiva
240,1,logo um precioso notebook dell lindíssimo chega aqui em casa estou muita feliz,,,,,,,,,,,,,subjetiva
241,0,alia a dell notebook servis url …,,,,,,,,,,,,,objetiva
242,0,username comprei um notebook da dell em fevereiro que vem com number ano de pacote office e está informando que meu pacote expirou em abril porque,,,,,,,,,,,,,objetiva
243,0,desmontando o notebook dell inspiron n4030 url via username,,,,,,,,,,,,,objetiva
244,0,gostei de um vídeo username de username url boeing notebook dell a40,,,,,,,,,,,,,objetiva
245,-1,ai meu notebook é o um dell que não tem um powerpoint lixo,,,,,,,,,,,,,subjetiva
246,-1,username alguém consegue me explicar por que eu não consigo nem aumentar e nem diminuir o brilho do meu notebook obrigado,,,,,,,,,,,,,subjetiva
247,0,username qual o menor do menor preço que você pode fazer nesse lindo queria preto mas não encontrei url,,,,,,,,,,,,,objetiva
248,-1,username notebook inspiron n4050 com o seguinte erro de hd error code number validalos number self test unsuccessful status number soluções,,,,,,,,,,,,,subjetiva
249,0,alia a dell notebook servis url …,,,,,,,,,,,,,objetiva
250,0,notebook reclamando está pedindo outro hashtag url,,,,,,,,,,,,,objetiva
251,0,username acontece que eu uso um notebook da dell e ele já vem com câmera embutida eu tinha esse problema no win8 number number,,,,,,,,,,,,,objetiva
252,1,username hashtag esta linda notebook dell,,,,,,,,,,,,,subjetiva
253,0,compro carregador de bateria para notebook hp ou dell usado,,,,,,,,,,,,,objetiva
254,0,tanga deal dell latitude e6410 notebook computer url,,,,,,,,,,,,,objetiva
255,0,magazine luiza sua loja do seu jeito magazinejscflive url … url,,,,,,,,,,,,,objetiva
256,0,especialistas em notebook dell hp sony vaio acer lenovo referencia nacional especialista em url,,,,,,,,,,,,,objetiva
257,0,confira todas as dicas sobre a bateria de seu notebook dell url,,,,,,,,,,,,,objetiva
258,0,username computador mesmo tu deve gastar uns number 3k notebook mediano um dell i7 com placa de video dedicada sai uns 3k,,,,,,,,,,,,,objetiva
259,-2,ai que maravilha meu notebook parou de ligar já vi que está chegando a hora de trocar,,,,,,,,,,,,,subjetiva
260,0,olha só que hashtag incrível em hashtag no site hoje vem ver url,,,,,,,,,,,,,objetiva
261,0,hashtag dell latitude e5500 number notebook url hashtag hashtag link permanente da imagem incorporada,,,,,,,,,,,,,objetiva
262,0,adicionei um vídeo a uma playlist username url … offboardcomo ativar placa de video dedicada notebook dell,,,,,,,,,,,,,objetiva
263,0,dell latitude e6500 number notebook core number duo p8600 number number gigabytes number 0gb …http emoticon special online de alas impar és eive charter newoffers informação buy number quer number … link permanente da imagem incorporada,,,,,,,,,,,,,objetiva
264,0,username medo de atualizar e dar algum “ pau ” no meu notebook dell … já li que um usuário ficou com a tela sem funcionar depois de atualizar,,,,,,,,,,,,,objetiva
265,0,username meu notebook acer queimou sabe de algum custobenefício asus ou lenovo bom ou é mais seguro partir pra um dell,,,,,,,,,,,,,objetiva
266,1,apaixonada pelo meu notebook hashtag hashtag hashtag hashtag … url,,,,,,,,,,,,,subjetiva
267,0,alia a dell notebook servis url …,,,,,,,,,,,,,objetiva
268,-2,pessoal se alguém tem notebook da hell opa dell é esta pensando em fazer atualização por favor não faça pois url,,,,,,,,,,,,,subjetiva
269,0,notebook dell instalação hashtag hashtag hashtag hashtag hashtag hashtag url,,,,,,,,,,,,,objetiva
270,-1,username ah sim experimenta comprar um notebook dell hp sony você morre louco com tanto programa acessório chato,,,,,,,,,,,,,subjetiva
271,0,username mas ai da pra colocar no notebook da dell,,,,,,,,,,,,,objetiva
272,0,até number de hashtag no festival de hashtag hashtag hashtag hashtag hashtag hashtag url link permanente da imagem incorporada,,,,,,,,,,,,,objetiva
273,0,username ah o dell amiga esse notebook por mais maravilhoso que seja não vale tudo isso espera o dólar cair e vai no ph,,,,,,,,,,,,,objetiva
274,0,esse notebook dell inspiron number number é number em number traz a versatilidade de um tablet com a performance de um notebook url,,,,,,,,,,,,,objetiva
275,0,notebook dell é na casa emoticon,,,,,,,,,,,,,objetiva
276,0,quero comprar um notebook esse parece bem bacana url …,,,,,,,,,,,,,objetiva
277,1,notebook muito bom obrigado dell pena que minha mesa quase não é o suficiente pra ter uma televisão um ps3 um ps4 e o notebook,,,,,,,,,,,,,subjetiva
278,0,to tão agoniada com o meu notebook que eu sonhei que me casei numa fazenda e meu marido trabalhava na dell e chamava tiago,,,,,,,,,,,,,objetiva
279,-2,queria saber quem foi o estagiário da dell que teve a ideia de por a saída de áudio embaixo do notebook sim naquela parte que abafa no colo,,,,,,,,,,,,,subjetiva
280,0,cardadores malos para notebook acer asus dell hp la en ovo sony samsung toshiba para bell mac link permanente da imagem incorporada,,,,,,,,,,,,,objetiva
281,-1,username vejam bem eu não perdoo a dell por estar com um notebook estragado imagina se eu vou perdoar vocês por estragarem a netflix,,,,,,,,,,,,,subjetiva
282,-1,entrei no chat da dell para vê o negócio do meu notebook e sou a number porra,,,,,,,,,,,,,subjetiva
283,0,username pin posso te encher mais um pouco 3 esse aqui você consegue quanto url,,,,,,,,,,,,,objetiva
284,1,notebook bom era o meu da dell so deu problema porque queimou por causa de um lockout,,,,,,,,,,,,,subjetiva
285,-1,meu notebook dell fica conectado ao carregador mas não carrega já é a segunda vez que isso acontece em menos de url,,,,,,,,,,,,,subjetiva
286,-1,problemas com eletrônicos só aparecem depois que acaba a garantia incrível hashtag hashtag,,,,,,,,,,,,,subjetiva
287,0,essa dica é para proprietários de alguns modelos de notebook da samsung e da dell que não estão conseguindo url,,,,,,,,,,,,,objetiva
288,0,notebook ultra fino dell super potência com number 0gb 4gb ram placa de vídeo nvidia 2gb apenas ar number number number ou em url,,,,,,,,,,,,,objetiva
289,-1,paguei number em um notebook dell que só durou um ano e meio,,,,,,,,,,,,,subjetiva
290,0,notebook para jogos recentes dell inspiron i15 number url,,,,,,,,,,,,,objetiva
291,0,username possuo um notebook dell inspiron number 5r n5110 e não consigo atualizar para o windows number link permanente da imagem incorporada,,,,,,,,,,,,,objetiva
292,0,achei o notebook que eu quero mais barato que na loja da dell eu to passando mal,,,,,,,,,,,,,objetiva
293,0,pra quem está afim de comprar um notebook novo recomendo url …,,,,,,,,,,,,,objetiva
294,0,computador de casa instalado com sucesso,,,,,,,,,,,,,objetiva
295,0,eu estava mega indeciso entre dois modelos da dell agora ela lançou um tanto de notebook novo não sei mais nada da vida,,,,,,,,,,,,,objetiva
296,0,username é que a asus não tem o notebook do jeito que eu quero com as configurações que eu quero vou partir pra dell mesmo valeu pelas dicas,,,,,,,,,,,,,objetiva
297,0,dell é a marca do meu notebook hashtag justin bieber,,,,,,,,,,,,,objetiva
298,0,notebook dell i14 number a30 core ™ i7 number 0u 8gb placa gráfica 2gb led number windows number url,,,,,,,,,,,,,objetiva
299,0,username username nunca tive um dell mas o notebook parece bom só a questão da bateria que me incomoda e todo mundo fala da bateria,,,,,,,,,,,,,objetiva
300,0,compre o notebook dell i14 number a30 core i7 e leve uma mochila url …,,,,,,,,,,,,,objetiva
301,-1,queria poder devolver essa bomba de notebook dell e pegar um acer me arrependo amargamente,,,,,,,,,,,,,subjetiva
302,-1,dúvida existencial vou parar de reclamar da dell quando eles arrumarem meu notebook,,,,,,,,,,,,,subjetiva
303,0,amanhã vou trazer meu notebook aqui pra empresa e tentar instalar os drivers da dell pra ver resolve,,,,,,,,,,,,,objetiva
304,0,pessoal estou bastante interessado nesse notebook url … o que vocês acham da marca dell parece ser um bom notebook,,,,,,,,,,,,,objetiva
305,1,quem lembra daquele dell adamo xps era um notebook com só number mesmo de espessura era meio bizarro mas achava lindo,,,,,,,,,,,,,subjetiva
306,-1,a dor de cabeça que o meu notebook username nunca deu o meu username que foi muito mais caro está dando péssimo pós venda,,,,,,,,,,,,,subjetiva
307,1,esse notebook da dell é quase tão fino quanto o meu processador o,,,,,,,,,,,,,subjetiva
308,1,tem dois dell inspiron que são os que não são bosta mas o resto tem tipo number hp muito lixo e dois positivo,,,,,,,,,,,,,subjetiva
309,0,to pesquisando o notebook novo dell ou samsung,,,,,,,,,,,,,objetiva
310,-1,o praisethe lord amazing wonderful ultra mega power notebook dell ® foi pra fita em number semanas nem isso eu acho,,,,,,,,,,,,,subjetiva
311,-1,podem ter certeza eu nunca mais vou comprar um dell nem que seja o último notebook da face da terra,,,,,,,,,,,,,subjetiva
312,-1,você atualiza o notebook da dell para o windows number a tela do notebook morre você liga para a dell e mandam você ligar para a microsoft,,,,,,,,,,,,,subjetiva
313,0,gostei de um vídeo username url … notebook dell inspiron number série number number,,,,,,,,,,,,,objetiva
314,-2,meu notebook decidiu se autodestruição e apagar tudo incluindo minha partição de number 0gb só com backup de coisas importantes obrigado dell,,,,,,,,,,,,,subjetiva
315,0,hashtag dell latitude e4200 number notebook url hashtag hashtag link permanente da imagem incorporada,,,,,,,,,,,,,objetiva
316,0,username username complicado mesmo já algum tempo eu só tenho notebook e quando fui trocar me aconselharam dell hehe,,,,,,,,,,,,,objetiva
317,0,hashtag urban dell para notebook até number por ar number number hashtag url link permanente da imagem incorporada,,,,,,,,,,,,,objetiva
318,0,e está descoberto o problema do meu notebook o drive de áudio da dell que faz a equalização ainda não saiu pra win10 number reterei number curtiu responder pretextar curtir number,,,,,,,,,,,,,objetiva
319,0,notebook bom para games number menos number reais,,,,,,,,,,,,,objetiva
320,0,compre o seu com desconto de number no encontre barato clique aqui url link permanente da imagem incorporada,,,,,,,,,,,,,objetiva
321,0,adicionei um vídeo a uma playlist username url … pasta térmica do notebook dell inspiron,,,,,,,,,,,,,objetiva
322,0,fonte notebook dell number 5v ex number 4a number 4x5mm agulha number,,,,,,,,,,,,,objetiva
323,0,que que vocês acham,,,,,,,,,,,,,objetiva
324,-1,atualizar driver do chipset e bios pra tudo funcionar bosta de dell vou comprar um notebook novo e fodase,,,,,,,,,,,,,subjetiva
325,-1,odeio meu notebook dell uma bosta,,,,,,,,,,,,,subjetiva
326,0,username o meu notebook é dell e o windows é o number vou ver se eles dão alguma orientação também rs,,,,,,,,,,,,,objetiva
327,-1,atualizar o notebook e ele travar de vez só comigo hashtag hashtag hashtag,,,,,,,,,,,,,subjetiva
328,1,comprei um notebook da username em number e nunca deu problema além disso está rodando o windows number sem nenhuma dificuldade parabéns,,,,,,,,,,,,,subjetiva
329,-1,aí eu procuro uma bateria nova pro meu notebook de number aninhos e o fabricante não vende mais hashtag dell,,,,,,,,,,,,,subjetiva
330,0,está querendo um hashtag novo na hashtag os preços estão incríveis confira no link url,,,,,,,,,,,,,objetiva
331,-1,primeiro susto resolvido dell o notebook está carregado mas não liga nem com a moléstia,,,,,,,,,,,,,subjetiva
332,-1,notebook da username inutilizável após update para o windows number da username ajudem a compartilhar quero uma solução,,,,,,,,,,,,,subjetiva
333,-1,comprei um notebook da dell rapaz se arrependimento matasse eu tava já em decomposição puta que pariu que novela,,,,,,,,,,,,,subjetiva
334,0,precisamos acompanhar as tecnologias para poder melhorar nosso empenho como professores o que acham desse modelo url,,,,,,,,,,,,,objetiva
335,-1,username username ginete vocês nunca viram comercial da dell não ultrabook é um notebook super lixo odiei,,,,,,,,,,,,,subjetiva
336,1,meu notebook voltou apos a atualização sem som ai tive que baixar o driver mais atual no site da username e rezei deu certo hashtag,,,,,,,,,,,,,subjetiva
337,0,novo notebook inspiron number série number url,,,,,,,,,,,,,objetiva
338,-1,como se eu fosse comprar mais alguma coisa na dell depois dessa ousadia com o meu notebook,,,,,,,,,,,,,subjetiva
339,0,quase comprei um notebook da dell só faltou eu comprar,,,,,,,,,,,,,objetiva
340,-1,vou instalar o w10 no notebook da minha mãe mas vou deixar ele consertar eu quero matar esses programas da dell que vêm junto,,,,,,,,,,,,,subjetiva
341,0,promoção notebook dell vostro v14t number a60 intel core i7 8gb number 0gb windows led touch number url … via username,,,,,,,,,,,,,objetiva
342,0,username o meu notebook é da dell vou tentar desativar um programa de equalização que veio com ele pra ver se resolve,,,,,,,,,,,,,objetiva
343,0,username não achei nada abaixo da marca dos 2k infelizmente emoticon tem esse dell também url,,,,,,,,,,,,,objetiva
344,0,quero um notebook dell com teclado iluminado mas o bichinho está mega caro e não está rolando nenhuma promoção hashtag,,,,,,,,,,,,,objetiva
345,0,username funcionou tudo até agora,,,,,,,,,,,,,objetiva
346,0,dica de compra notebook dell inspiron i14 number b30 por ar number url link permanente da imagem incorporada,,,,,,,,,,,,,objetiva
347,0,quase pronto hashtag no meu notebook hashtag hashtag são paulo url,,,,,,,,,,,,,objetiva
348,0,corre gente cupom de number para você comprar o seu notebook tem o dell vostro number muito barato com i7 number terceira geração url …,,,,,,,,,,,,,objetiva
349,0,username username username username username username sony parou de fabricar notebook no aranzel,,,,,,,,,,,,,objetiva
350,-1,receptor wifi em notebook em geral é bem ruim meu celular aqui ao lado nem sente as pequenas quedas de conexão o dell fica number minutos off,,,,,,,,,,,,,subjetiva
351,0,corre gente tem notebook lançamento da dell com preço inédito url …,,,,,,,,,,,,,objetiva
352,0,só gabriel compra notebook da dell por menos de number reais,,,,,,,,,,,,,objetiva
353,0,cartão submarino cupom number que enviaram por email number number notebook dell inspiron i14 number b30 intel core i5 url,,,,,,,,,,,,,objetiva
